brand_name,vendor,query,serp_source,captured,validation,pos,url,title,domain,host,kinds,emd,brand_hit
CaviArgan,koshea76,CaviArgan review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.accessnewswire.com/newsroom/en/consumer-and-retail-products/caviargan-review-2025-does-this-argan-oil-and-caviar-moisturizer-rever-1088973,CaviArgan Reviews (2026): We Tried It &ndash; My Honest Review!,accessnewswire.com,www.accessnewswire.com,SMALL_SITE,,1.0
EchoXen,RM7866,EchoXen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.consumerhealthdigest.com/tinnitus-supplements/echoxen-review.html,EchoXen Review: Can It Sharpen Your Hearing?,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
EchoXen,RM7866,EchoXen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://yourhealthrights.com/echoxen-review/,Videos,yourhealthrights.com,yourhealthrights.com,SMALL_SITE,,0.0
EchoXen,RM7866,EchoXen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.supplementmag.com/echoxen-review/,EchoXen Review: My 30-Day Honest Experience &amp; Results,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
EchoXen,RM7866,EchoXen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://bestsupplements.best/reviews/echoxen/,EchoXen Review 2026: You&rsquo;ll Be Surprised! - supplementmag.com,bestsupplements.best,bestsupplements.best,SMALL_SITE,,1.0
EchoXen,RM7866,EchoXen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://consumerhealthline.com/real-reviews/echoxen-reviews/,EchoXen Review 2026: Hearing Support Drops Verdict,consumerhealthline.com,consumerhealthline.com,SMALL_SITE,,1.0
EchoXen,RM7866,EchoXen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://www.wellnessdigest.com/vitamins-supplements/echoxen-review,Echoxen Reviews : Is It Really Effective for Hearing Support?,wellnessdigest.com,www.wellnessdigest.com,SMALL_SITE,,1.0
EchoXen,RM7866,EchoXen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://echoxen.buynusa.com/,EchoXen Review : Natural Ear Drops for Hearing Health,buynusa.com,echoxen.buynusa.com,EMD_SUBDOMAIN,EMD_SUBDOMAIN,1.0
Lanta Flat Belly Shake,mysteryoffers,Lanta Flat Belly Shake review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.dailyhealthsupplement.com/lanta-flat-belly-shake-review/,Lanta Flat Belly Shake Review 2026 | Scam or Legit?,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
Lanta Flat Belly Shake,mysteryoffers,Lanta Flat Belly Shake review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.consumerhealthdigest.com/weight-loss-shakes/lanta-flat-belly-shake-review.html,Videos,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,0.0
Lanta Flat Belly Shake,mysteryoffers,Lanta Flat Belly Shake review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.supplementmag.com/lanta-flat-belly-shake-review/,Lanta Flat Belly Shake Review: Natural Fat Burning Shake?,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
Lanta Flat Belly Shake,mysteryoffers,Lanta Flat Belly Shake review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://honestsupplementguide.com/weight-loss/lantaflatbellyshake-review.html,Lanta Flat Belly Shake Review 2026 | Scam or Miracle?,honestsupplementguide.com,honestsupplementguide.com,SMALL_SITE,,1.0
Lanta Flat Belly Shake,mysteryoffers,Lanta Flat Belly Shake review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.healthwebmagazine.com/lanta-flat-belly-shake-review,Lanta Flat Belly Shake Review (2026): Should You Try It? Our ...,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,1.0
Lanta Flat Belly Shake,mysteryoffers,Lanta Flat Belly Shake review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://www.healthinsiders.com/lanta-flat-belly-shake-review,Lanta Flat Belly Shake Review - Is It Worth The Money?,healthinsiders.com,www.healthinsiders.com,SMALL_SITE,,1.0
Lanta Flat Belly Shake,mysteryoffers,Lanta Flat Belly Shake review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.onereviewusa.com/post/lanta-flat-belly-shake-review-1,Lanta Flat Belly Shake Reviews - Is It Safe and Effective?,onereviewusa.com,www.onereviewusa.com,SMALL_SITE,,1.0
Neuroxen,RM7866,Neuroxen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.supplementmag.com/neuroxen-review/,NeuroXen Review 2026: Scam Alert or Legit Brain Booster?,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
Neuroxen,RM7866,Neuroxen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.dailyhealthsupplement.com/neuroxen-review/,NeuroXen Review 2026 | Ultimate Brain Breakthrough Everyone,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
Neuroxen,RM7866,Neuroxen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://colibrim.org/brain-cognitive-health-formula-guide/evaluating-cognitive-support-supplements-and-neuroxen-ingredients-410,Videos,colibrim.org,colibrim.org,SMALL_SITE,,0.0
Neuroxen,RM7866,Neuroxen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.consumerhealthdigest.com/brain-enhancement-supplements/neuroxen-review.html,Evaluating Cognitive Support Supplements and NeuroXen ...,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
Neuroxen,RM7866,Neuroxen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://supplementreviewdaily.com/brain-health/neuroxen-review.html,NeuroXen Review: Can It Truly Sharpen Mental Clarity?,supplementreviewdaily.com,supplementreviewdaily.com,SMALL_SITE,,1.0
Neuroxen,RM7866,Neuroxen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://honestsupplementguide.com/brain-health/neuroxen-review.html,Neuroxen Review (2026): Can It Deliver Real Results? Our ...,honestsupplementguide.com,honestsupplementguide.com,SMALL_SITE,,1.0
Neuroxen,RM7866,Neuroxen review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://empireneuro.org/neuroxen-review-brain-health-neurological-perspective/,Neuroxen Review (2026): Does It Actually Work? Our Honest ...,empireneuro.org,empireneuro.org,SMALL_SITE,,1.0
Vigortrix,MaxiOffer,Vigortrix review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://malevitalitysource.com/vigortrix-review.html,Vigortrix Review 2026: Stamina Formula Tested | Male Vitality ...,malevitalitysource.com,malevitalitysource.com,SMALL_SITE,,1.0
Vigortrix,MaxiOffer,Vigortrix review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://hbmag.com/vigortrix-reviews/,Videos,hbmag.com,hbmag.com,SMALL_SITE,,0.0
Vigortrix,MaxiOffer,Vigortrix review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://malwaretips.com/blogs/vigortrix-male-enhancement/,Vigortrix Reviews 2026: Know What Complaints Real Users Have,malwaretips.com,malwaretips.com,SMALL_SITE,,1.0
Vigortrix,MaxiOffer,Vigortrix review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://sterobody.com/vigortrix-reviews/,Vigortrix Male Enhancement &ndash; Scam or Legit? Read This,sterobody.com,sterobody.com,SMALL_SITE,,1.0
Vigortrix,MaxiOffer,Vigortrix review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://pvmedcenter.com/vigortrix-male-enhancement-a-clinical-review-of-formulation-evidence-and-user-reported-outcomes/,I Tried Vigortrix : My Honest Review After 90 Days and ...,pvmedcenter.com,pvmedcenter.com,SMALL_SITE,,1.0
Vigortrix,MaxiOffer,Vigortrix review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://healthreviewdesk.com/vigortrix-reviews-2026/,Vigortrix Male Enhancement: A Clinical Review of Formulation ...,healthreviewdesk.com,healthreviewdesk.com,SMALL_SITE,,1.0
Vigortrix,MaxiOffer,Vigortrix review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://equalifieds.com/vigortrix-reviews/,VigorTrix Reviews 2026: My Husband&rsquo;s $89 Mistake and the One ...,equalifieds.com,equalifieds.com,SMALL_SITE,,1.0
SynaBoost,synaboost,SynaBoost review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.consumerhealthdigest.com/brain-enhancement-supplements/synaboost-review.html,SynaBoost Review: Can It Support Optimal Brain Health?,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
SynaBoost,synaboost,SynaBoost review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.supplementmag.com/synaboost-review/,Videos,supplementmag.com,www.supplementmag.com,SMALL_SITE,,0.0
SynaBoost,synaboost,SynaBoost review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.dailyhealthsupplement.com/synaboost-review/,SynaBoost review 2026: BIG Warning! - supplementmag.com,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
SynaBoost,synaboost,SynaBoost review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://mediclime.com/brain-cognitive-health/synaboost-enhance-your-senses-and-boost-your-health-buy-214,SynaBoost Review 2026: The Truth Exposed,mediclime.com,mediclime.com,SMALL_SITE,,1.0
SynaBoost,synaboost,SynaBoost review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.healthwebmagazine.com/synaboost-review,SynaBoost: Enhance Your Senses and Boost Your Health,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,1.0
SynaBoost,synaboost,SynaBoost review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://therealrealreviews.com/does-synaboost-work-expert-opinion-is-it-really-free/,Synaboost Review 2026: Does It Really Work? - Health Web Magazine,therealrealreviews.com,therealrealreviews.com,SMALL_SITE,,1.0
SynaBoost,synaboost,SynaBoost review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://medidime.com/memory-loss-supplements/synaboost-enhance-your-senses-and-boost-your-health-buy-214,Does SynaBoost Work: Expert Opinion | Is It Really Free?,medidime.com,medidime.com,SMALL_SITE,,1.0
All Day Slimming Tea,alldayslimtea,All Day Slimming Tea review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://consumerhealthline.com/slim-tea-review/all-day-slimming-tea/,ALL Day Slimming Tea Review : It's Really Effective for ...,consumerhealthline.com,consumerhealthline.com,SMALL_SITE,,1.0
All Day Slimming Tea,alldayslimtea,All Day Slimming Tea review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://honestsupplementguide.com/weight-loss/alldayslimmingtea-review.html,All Day Slimming Tea Review (2026): Should You Try It? Our ...,honestsupplementguide.com,honestsupplementguide.com,SMALL_SITE,,1.0
All Day Slimming Tea,alldayslimtea,All Day Slimming Tea review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://greentea.st/all-day-slimming-tea-review/,Videos,greentea.st,greentea.st,SMALL_SITE,,0.0
All Day Slimming Tea,alldayslimtea,All Day Slimming Tea review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.healthwebmagazine.com/all-day-slimming-tea-review,All Day Slimming Tea Review | GreenTea.st,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,1.0
All Day Slimming Tea,alldayslimtea,All Day Slimming Tea review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.supplementmag.com/all-day-slimming-tea-reviews/,All Day Slimming Tea Review 2026: Does It Really Work?,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
All Day Slimming Tea,alldayslimtea,All Day Slimming Tea review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://hbmag.com/all-day-slimming-tea-reviews-2026/,All Day Slimming Tea Reviews2026 : Scam or Legit? Find Out!,hbmag.com,hbmag.com,SMALL_SITE,,1.0
All Day Slimming Tea,alldayslimtea,All Day Slimming Tea review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://bestsupplements.best/reviews/all-day-slimmingtea/,All Day Slimming Tea Reviews 2026: Scam or Worth Buying?,bestsupplements.best,bestsupplements.best,SMALL_SITE,,1.0
Glucofreeze,freedomhealthllc,Glucofreeze review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.consumerhealthdigest.com/blood-sugar-supplements-review/glucofreeze.html,GlucoFreeze Review: Will it Help With Blood Sugar Levels?,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
Glucofreeze,freedomhealthllc,Glucofreeze review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.supplementmag.com/gluco-freeze-review/,Videos,supplementmag.com,www.supplementmag.com,SMALL_SITE,,0.0
Glucofreeze,freedomhealthllc,Glucofreeze review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.healthwebmagazine.com/glucofreeze-review,Gluco Freeze Review 2026: Honest Insights and Hard Truths,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,0.0
Glucofreeze,freedomhealthllc,Glucofreeze review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.dailyhealthsupplement.com/gluco-freeze-review/,GlucoFreeze Review - Does It Work &amp; Is It Worth The Money?,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
Glucofreeze,freedomhealthllc,Glucofreeze review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.healthinsiders.com/glucofreeze-reviews,Gluco Freeze Review 2026 | Huge Savings or Huge Scam?,healthinsiders.com,www.healthinsiders.com,SMALL_SITE,,0.0
Glucofreeze,freedomhealthllc,Glucofreeze review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://reviewupdated.com/glucofreeze-reviews/,GlucoFreeze Reviews: (SHOCKING!) Is It Safe To Use Or Not?,reviewupdated.com,reviewupdated.com,SMALL_SITE,,1.0
Glucofreeze,freedomhealthllc,Glucofreeze review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.totalhealthreports.com/glucofreeze-review/,"GlucoFreeze Reviews - Ingredients, Complaints, Side Effects",totalhealthreports.com,www.totalhealthreports.com,SMALL_SITE,,1.0
Thyrafemme Balance,thyrafemme,Thyrafemme Balance review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.consumerhealthdigest.com/thyroid-supplement-reviews/thyrafemme-balance.html,Thyrafemme Balance Review: Women's Thyroid Supplement,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
Thyrafemme Balance,thyrafemme,Thyrafemme Balance review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.psychreg.org/thyrafemme-balance-reviews-complaints-safe-worth-buying-thyroid-health-expert-opinion/,Videos,psychreg.org,www.psychreg.org,SMALL_SITE,,0.0
Thyrafemme Balance,thyrafemme,Thyrafemme Balance review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.dailyhealthsupplement.com/thyrafemme-balance-reviews/,Thyrafemme Balance Reviews and Complaints 2025: Is ... - Psychreg,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
Thyrafemme Balance,thyrafemme,Thyrafemme Balance review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://healthinkwell.com/thyrafemme-balance-review/,ThyraFemme Balance Reviews 2026: Scam or Legit? [Alert],healthinkwell.com,healthinkwell.com,SMALL_SITE,,1.0
Thyrafemme Balance,thyrafemme,Thyrafemme Balance review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://yourhealthmagazine.net/article/reviews/thyra-femme-balance-reviews-backed-by-science-or-just-hype-benefits-side-effects-ingredients-where-to-buy/,Thyrafemme Balance Review: My 30-Day Results and Honest ...,yourhealthmagazine.net,yourhealthmagazine.net,SMALL_SITE,,1.0
Thyrafemme Balance,thyrafemme,Thyrafemme Balance review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://www.supplementtiger.com/thyrafemme-balance-review/,"Thyra Femme Balance Review: Ingredients, Product Information ...",supplementtiger.com,www.supplementtiger.com,SMALL_SITE,,0.5
Thyrafemme Balance,thyrafemme,Thyrafemme Balance review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.healthinsiders.com/thyrafemme-balance-review,ThyraFemme Balance Review: I Tried It for 2 Months [Honest],healthinsiders.com,www.healthinsiders.com,SMALL_SITE,,1.0
SeroBurn,seroburn,SeroBurn review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.supplementmag.com/seroburn-review/,SeroBurn Review 2026: Is It a Scam or the Real Deal?,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
SeroBurn,seroburn,SeroBurn review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.healthwebmagazine.com/seroburn-review,Seroburn Review 2026: Does It Really Work? - Health Web Magazine,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,1.0
SeroBurn,seroburn,SeroBurn review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.consumerhealthdigest.com/weight-loss-reviews/seroburn.html,Videos,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,0.0
SeroBurn,seroburn,SeroBurn review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://usa-seroburn.com/reviews,SeroBurn Review: Can It Tackle a Common Cause of Weight Gain?,usa-seroburn.com,usa-seroburn.com,EMD_ROOT,EMD_ROOT,1.0
SeroBurn,seroburn,SeroBurn review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://www.dailyhealthsupplement.com/seroburn-review/,SeroBurn Reviews [2026] &mdash; Real Customer Experiences,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
SeroBurn,seroburn,SeroBurn review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://oralhealthcomplete.com/seroburn-reviews/,SeroBurn Review 2026 | The Shocking Truth You Won&rsquo;t Believe!,oralhealthcomplete.com,oralhealthcomplete.com,SMALL_SITE,,1.0
SeroBurn,seroburn,SeroBurn review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://vitaminreports.com/seroburn-review/,"my Honest SeroBurn Reviews, I Tried Serotonin Weight Control",vitaminreports.com,vitaminreports.com,SMALL_SITE,,1.0
Ring Quiet,superwebj,Ring Quiet review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.consumerhealthdigest.com/tinnitus-supplements/ring-quiet-plus-review.html,Ring Quiet Plus Review: Can It Improve Auditory Health?,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
Ring Quiet,superwebj,Ring Quiet review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.supplementmag.com/ring-quiet-plus-review/,Ring Quiet Plus Review 2026 | It as Powerful as Claimed?,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
Ring Quiet,superwebj,Ring Quiet review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.healthwebmagazine.com/ring-quiet-plus-review,Videos,healthwebmagazine.com,www.healthwebmagazine.com,SMALL_SITE,,0.0
Ring Quiet,superwebj,Ring Quiet review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://inmybowl.com/ring-quiet-plus-reviews/,Ring Quiet Plus Review: Does it Really Help Tinnitus?,inmybowl.com,inmybowl.com,SMALL_SITE,,1.0
Ring Quiet,superwebj,Ring Quiet review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://therealrealreviews.com/ring-quiet-plus-reviews-does-it-work-my-90-day-result/,Ring Quiet Plus Reviews 2026: Is It Legit or Worth Trying?,therealrealreviews.com,therealrealreviews.com,SMALL_SITE,,1.0
Ring Quiet,superwebj,Ring Quiet review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://www.totalhealthreports.com/ring-quiet-plus-review/,Ring Quiet Plus Reviews: Does It Work? My 90 Day Result,totalhealthreports.com,www.totalhealthreports.com,SMALL_SITE,,1.0
Ring Quiet,superwebj,Ring Quiet review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://www.dailyhealthsupplement.com/ring-quiet-plus-review/,Ring Quiet Plus Review: Is It the Key to Tinnitus Relief?,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
CogniSurge,zenmavibe,CogniSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.consumerhealthdigest.com/brain-enhancement-supplements/cognisurge-review.html,CogniSurge Review: Is This Nootropic Worth Trying?,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,1.0
CogniSurge,zenmavibe,CogniSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://thesavvysaver.substack.com/p/cognisurge-review-2025-complete-expert,Videos,substack.com,thesavvysaver.substack.com,UGC/PLATFORM,,0.0
CogniSurge,zenmavibe,CogniSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://supplementreviewdaily.com/brain-health/cognisurge-review.html,CogniSurge Review 2025: Complete Expert Analysis,supplementreviewdaily.com,supplementreviewdaily.com,SMALL_SITE,,1.0
CogniSurge,zenmavibe,CogniSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://honestsupplementguide.com/brain-health/cognisurge-review.html,CogniSurge Review (2026): Is the Hype Justified? A Full Breakdown,honestsupplementguide.com,honestsupplementguide.com,SMALL_SITE,,1.0
CogniSurge,zenmavibe,CogniSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://dietarysupplementsreview.com/cognisurge-review/,CogniSurge Review (2026): Is It Worth Your Money? A Full Analysis,dietarysupplementsreview.com,dietarysupplementsreview.com,SMALL_SITE,,1.0
CogniSurge,zenmavibe,CogniSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://consumerhealthline.com/brain-health-supplement/cognisurge-review/,"CogniSurge Review: A Friendly, Professional Look at This ...",consumerhealthline.com,consumerhealthline.com,SMALL_SITE,,1.0
CogniSurge,zenmavibe,CogniSurge review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,7,https://healthreviewnetwork.com/brain/cognisurge-review/,"Cognisurge Review: Benefits, Ingredients &amp; Real Results Explained",healthreviewnetwork.com,healthreviewnetwork.com,SMALL_SITE,,1.0
CelluFend,KoalaAdvertising,CelluFend review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,1,https://www.supplementmag.com/cellufend-review/,CelluFend Review 2026: Scam or Secret Blood Sugar Fix?,supplementmag.com,www.supplementmag.com,SMALL_SITE,,1.0
CelluFend,KoalaAdvertising,CelluFend review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,2,https://www.consumerhealthdigest.com/blood-sugar-supplements-review/cellufend-review.html,Videos,consumerhealthdigest.com,www.consumerhealthdigest.com,SMALL_SITE,,0.0
CelluFend,KoalaAdvertising,CelluFend review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,3,https://www.dailyhealthsupplement.com/cellufend-review/,CelluFend Review: Does It Regulate Blood Sugar Effectively?,dailyhealthsupplement.com,www.dailyhealthsupplement.com,SMALL_SITE,,1.0
CelluFend,KoalaAdvertising,CelluFend review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,4,https://www.consumerhealthinsider.com/general-fitness/cellufend-review.html,CelluFend Review 2026 | Miracle or Scam? Truth Exposed,consumerhealthinsider.com,www.consumerhealthinsider.com,SMALL_SITE,,1.0
CelluFend,KoalaAdvertising,CelluFend review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,5,https://supplementreviewdaily.com/general-fitness/cellufend-review.html,CelluFend&trade; Review 2026: Does It Really Work?,supplementreviewdaily.com,supplementreviewdaily.com,SMALL_SITE,,1.0
CelluFend,KoalaAdvertising,CelluFend review,"BING_INDEX_PROXY (Yahoo/DDG, Bing-sourced)",2026-08-24,VALIDATED,6,https://cellufend-en.us/reviews,CelluFend&trade; Review (2026): Worth Trying? We Reviewed Every Claim,cellufend-en.us,cellufend-en.us,EMD_ROOT,EMD_ROOT,1.0
