record_id,product_name,product_type,price_usd,price_raw,price_note,commission_type,commission_pct,commission_flat_usd,commission_raw,net_earnings_per_sale_usd,earnings_per_cart_visitor,cart_conversion_pct,cancellation_rate_pct,vendor,online_since_raw,online_since_iso,product_age_days,payment_method,promotion_status,has_sales_page_link,has_affiliate_support_link,sales_page_url,affiliate_support_url,digistore24_product_url,description,category,derived_niche,source_page,parse_flags
321,apexxer [DaaS]: Precision Stock Radar for Strategic Traders,Remote service provided electronically,113.48,60% Lifetime Commission on $113.48/month subscription,recurring,percent,60.00,UNKNOWN,60.00%,68.09,UNKNOWN,UNKNOWN,UNKNOWN,apexxer,1/9/26,2026-01-09,227,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,forex-crypto-trading,4,PRICE_RECURRING
322,SECRETS OF FLIRTING,E-books,37.00,$37.00,exact,percent,60.00,UNKNOWN,60.00%,22.20,UNKNOWN,UNKNOWN,UNKNOWN,cleitonpaulino,2/12/25,2025-02-12,558,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
323,BEING AN ARTIST IS EASIER THAN EVER,E-books,29.25,$29.25,exact,percent,65.00,UNKNOWN,65.00%,19.01,UNKNOWN,UNKNOWN,UNKNOWN,lennardfsv,9/1/25,2025-09-01,357,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
324,Weight Loss 2.0,Member area and video courses,57.33,$57.33,exact,percent,75.00,UNKNOWN,75.00%,42.99,UNKNOWN,UNKNOWN,UNKNOWN,DS123456789,8/12/25,2025-08-12,377,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,4,
325,The Trained Eye Program,Member area and video courses,230.47,$230.47,exact,percent,70.00,UNKNOWN,70.00%,161.33,UNKNOWN,UNKNOWN,UNKNOWN,DenisTheMoneyMenace,1/17/25,2025-01-17,584,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
326,Instant Pot Keto,E-books,43.29,$43.29,exact,percent,75.00,UNKNOWN,75.00%,32.46,UNKNOWN,UNKNOWN,UNKNOWN,healinggourmet,8/24/23,2023-08-24,1096,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,4,
327,The Complete Social Confidence System | Earn 75% Commissions,E-books,162.62,$162.62,exact,percent,75.00,UNKNOWN,75.00%,121.96,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/5/25,2025-10-05,323,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,4,
328,101 Easy Scroll Saw Patterns,Downloads,116.98,$116.98,exact,percent,50.00,UNKNOWN,50.00%,58.50,UNKNOWN,UNKNOWN,UNKNOWN,rmyrchak,3/4/22,2022-03-04,1634,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
329,Heart Harmonics,Downloads,31.59,$31.59,exact,percent,75.00,UNKNOWN,75.00%,23.69,UNKNOWN,UNKNOWN,UNKNOWN,astral43,2/26/25,2025-02-26,544,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
330,The Ultimate Keto Baking Bundle,Deliverable,28.08,$28.08,exact,percent,75.00,UNKNOWN,75.00%,21.06,UNKNOWN,UNKNOWN,UNKNOWN,healinggourmet,10/2/25,2025-10-02,326,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,4,
331,The Beginner's Guide to Woodworking with Hand Tools,E-books,133.37,$133.37,exact,percent,75.00,UNKNOWN,75.00%,100.03,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/5/25,2025-10-05,323,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,home-diy,4,
332,Subliminal‏ Intelligence,Downloads,77.21,$77.21,exact,percent,40.00,UNKNOWN,40.00%,30.89,UNKNOWN,UNKNOWN,UNKNOWN,frequencies8888,12/21/25,2025-12-21,246,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
333,The Subconscious Millionaire System,Downloads,230.47,$230.47,exact,percent,75.00,UNKNOWN,75.00%,172.85,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,11/2/25,2025-11-02,295,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
334,From Zero To Off-Grid Hero,Webinar,19.89,$19.89,exact,percent,50.00,UNKNOWN,50.00%,9.94,UNKNOWN,UNKNOWN,UNKNOWN,IndependentHomestead,8/3/23,2023-08-03,1117,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,survival-preparedness,4,
335,The Holistic Healing Handbook | Herbal Medicine Guide,E-books,54.99,$54.99,exact,percent,75.00,UNKNOWN,75.00%,41.24,UNKNOWN,UNKNOWN,UNKNOWN,ZeroToCommission,2/21/26,2026-02-21,184,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
336,Promote SenFlo Gummies Now!,Supplements - health,57.33,$57.33,exact,percent,65.00,UNKNOWN,65.00%,37.26,UNKNOWN,UNKNOWN,UNKNOWN,senflo777,4/4/25,2025-04-04,507,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
337,Scratch-Free in 7 Days: The Cat Owner's Guide,E-books,141.56,$141.56,exact,percent,75.00,UNKNOWN,75.00%,106.17,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/4/25,2025-10-04,324,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,pets,4,
338,Sleep Hacking: Fall Asleep in 10 Minutes | 75% Commissions,E-books,122.84,$122.84,exact,percent,75.00,UNKNOWN,75.00%,92.13,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/5/25,2025-10-05,323,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,4,
339,"75% Comm | The ""Anti-Pill"" Mental Health Funnel | Massive Co",Member area and video courses,19.00,$19,exact,percent,75.00,UNKNOWN,75.00%,16.67,UNKNOWN,UNKNOWN,UNKNOWN,PlanetaVida,6/11/25,2025-06-11,439,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
340,Turn Your Idea into a 5-Figure Online Business,E-books,31.59,$31.59,exact,percent,50.00,UNKNOWN,50.00%,15.79,UNKNOWN,UNKNOWN,UNKNOWN,HeikoBoos,3/6/24,2024-03-06,901,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,4,
341,Earn Big Promoting the Notion Pro AI System – Resell Rights,Downloads,20.47,$20.47,exact,percent,40.00,UNKNOWN,40.00%,8.19,UNKNOWN,UNKNOWN,UNKNOWN,El_patronship,7/18/25,2025-07-18,402,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,4,
342,Boost Your Immune System Naturally,E-books,29.25,$29.25,exact,percent,70.00,UNKNOWN,70.00%,20.47,UNKNOWN,UNKNOWN,UNKNOWN,emrkts,1/10/25,2025-01-10,591,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
343,Heal Your Parent Wound,Member area and video courses,77.21,"$ 77,21",exact,percent,30.00,UNKNOWN,30.00%,23.16,UNKNOWN,UNKNOWN,UNKNOWN,DrGhazalehBailey,10/23/24,2024-10-23,670,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
344,Manifestation Mastery - Rewrite your mind for desired life,E-books,5.84,$5.84,exact,percent,75.00,UNKNOWN,75.00%,4.38,UNKNOWN,UNKNOWN,UNKNOWN,AspireVerse,10/12/25,2025-10-12,316,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,spirituality-manifest,4,
345,The Anti-Anxiety Formula: A Proven Winner in Mental Health!,E-books,19.89,$19.89,exact,percent,70.00,UNKNOWN,70.00%,13.92,UNKNOWN,UNKNOWN,UNKNOWN,emrkts,5/31/24,2024-05-31,815,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,4,
346,28 Day Military Workout Program,E-books,23.40,$23.40,exact,percent,50.00,UNKNOWN,50.00%,11.70,UNKNOWN,UNKNOWN,UNKNOWN,aariann,10/11/25,2025-10-11,317,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fitness,4,
347,Home Workout Bible - Dominate Home Fitness - Huge $$$$$,E-books,19.89,$19.89,exact,percent,70.00,UNKNOWN,70.00%,13.92,UNKNOWN,UNKNOWN,UNKNOWN,emrkts,5/8/24,2024-05-08,838,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fitness,4,
348,TikTok Ad Strategy Accelerator,Member area and video courses,113.48,$113.48,exact,percent,50.00,UNKNOWN,50.00%,56.74,UNKNOWN,UNKNOWN,UNKNOWN,TopCourseCreator,7/31/25,2025-07-31,389,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
349,Dog Potty Training in 7 Days | Earn 75% on Proven System,E-books,140.39,$140.39,exact,percent,75.00,UNKNOWN,75.00%,105.29,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/4/25,2025-10-04,324,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fitness,4,
350,The AI Side Hustle System | Earn 75% Commissions,E-books,178.99,$178.99,exact,percent,75.00,UNKNOWN,75.00%,134.25,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/5/25,2025-10-05,323,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,4,
351,The Sleep Reset: 14 Nights to Rebooting Your Rest,Downloads,35.09,$35.09,exact,percent,60.00,UNKNOWN,60.00%,21.05,UNKNOWN,UNKNOWN,UNKNOWN,UsefulPrograms,3/18/24,2024-03-18,889,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,4,
352,"Feng Shui for Modern Living – Harmony, Health, Wealth",E-books,4.56,$4.56,exact,percent,80.00,UNKNOWN,80.00%,3.65,UNKNOWN,UNKNOWN,UNKNOWN,secondwavetech,9/16/25,2025-09-16,342,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,forex-crypto-trading,4,
353,Chair Yoga Exercise for Beginners Bundle,E-books,23.40,$23.40,exact,percent,50.00,UNKNOWN,50.00%,11.70,UNKNOWN,UNKNOWN,UNKNOWN,BookMuffin,2/11/25,2025-02-11,559,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fitness,4,
354,The Ultimate Keto Dessert Recipe Book,E-books,16.38,$16.38,exact,percent,50.00,UNKNOWN,50.00%,8.19,UNKNOWN,UNKNOWN,UNKNOWN,Timbmwm3,11/11/25,2025-11-11,286,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,4,
355,Oneness in the Depth of Your Heart - Online Course,Downloads,47.00,$47.00,exact,percent,33.00,UNKNOWN,33.00%,25.87,UNKNOWN,UNKNOWN,UNKNOWN,phoenix555,6/12/20,2020-06-12,2264,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
356,LinkedIN Success,E-books,1.17,$1.17,exact,percent,100.00,UNKNOWN,100.00%,1.17,UNKNOWN,UNKNOWN,UNKNOWN,familiensparplan,9/25/20,2020-09-25,2159,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
357,Raspberry Pi for Beginners (Mac+PC),Downloads,17.49,"$17,49",exact,percent,50.00,UNKNOWN,50.00%,14.62,UNKNOWN,UNKNOWN,UNKNOWN,FIMA2011,5/10/19,2019-05-10,2663,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
358,Magnesium Breakthrough,Deliverable,46.80,$46.80,exact,percent,30.00,UNKNOWN,30.00%,14.04,UNKNOWN,UNKNOWN,UNKNOWN,biOptimizers,3/9/21,2021-03-09,1994,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
359,Stealth Attraction,Member area and video courses,81.83,$81.83,exact,percent,50.00,UNKNOWN,50.00%,40.92,UNKNOWN,UNKNOWN,UNKNOWN,seductiongurus,4/26/23,2023-04-26,1216,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
360,Focus IQ,Supplements - health,70.14,$70.14,exact,percent,65.00,UNKNOWN,65.00%,45.59,UNKNOWN,UNKNOWN,UNKNOWN,AlSearsMD,12/11/24,2024-12-11,621,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
361,Ebook: How To Deal With Anxiety,E-books,22.23,$22.23,exact,percent,70.00,UNKNOWN,70.00%,15.56,UNKNOWN,UNKNOWN,UNKNOWN,hygorfelix,4/7/23,2023-04-07,1235,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,4,
362,1 Month Vegan Challenge,E-books,17.00,average $17,approximate,percent,50.00,UNKNOWN,50.00%,9.94,UNKNOWN,UNKNOWN,UNKNOWN,plantbasedresource,4/7/25,2025-04-07,504,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,PRICE_APPROX
363,Veganize Baking,E-books,14.04,$14.04,exact,percent,60.00,UNKNOWN,60.00%,8.42,UNKNOWN,UNKNOWN,UNKNOWN,plantbasedresource,11/18/23,2023-11-18,1010,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
364,The Complete Plant Based Recipe Cookbook - 200+ Vegan Recipe,E-books,27.00,$27,exact,percent,75.00,UNKNOWN,75.00%,12.75,UNKNOWN,UNKNOWN,UNKNOWN,plantbasedresource,5/4/24,2024-05-04,842,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,gardening,4,
365,"Plant-Based For Kids Cookbook - 100+ Fun, Easy Vegan Recipes",E-books,19.89,$19.89,exact,percent,60.00,UNKNOWN,60.00%,11.93,UNKNOWN,UNKNOWN,UNKNOWN,plantbasedresource,6/16/25,2025-06-16,434,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,gardening,4,
366,Advanced Joint Support,Supplements - health,81.83,$81.83,exact,percent,60.00,UNKNOWN,60.00%,49.10,UNKNOWN,UNKNOWN,UNKNOWN,soundview,3/25/25,2025-03-25,517,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
367,Stratos,Supplements - health,161.45,$161.45,exact,percent,64.00,UNKNOWN,64.00%,103.33,UNKNOWN,UNKNOWN,UNKNOWN,skyhighperformers,8/14/25,2025-08-14,375,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
368,ExpertSlides - The secret weapon for your presentations!,Software,280.39,average $280.39,approximate,percent,50.00,UNKNOWN,50.00%,133.37,UNKNOWN,UNKNOWN,UNKNOWN,expertslides,8/18/22,2022-08-18,1467,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,4,PRICE_APPROX
369,Primordial Vigor X,Supplements - health,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,KoalaAdvertising,4/4/25,2025-04-04,507,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
370,JointEternal,Supplements - health,69.02,$69.02,exact,percent,75.00,UNKNOWN,75.00%,51.77,UNKNOWN,UNKNOWN,UNKNOWN,naturalcell,7/25/23,2023-07-25,1126,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
371,Energy Revolution System - Conversions Monster !,E-books,45.63,$45.63,exact,percent,75.00,UNKNOWN,75.00%,34.22,UNKNOWN,UNKNOWN,UNKNOWN,tuenergizer,9/16/24,2024-09-16,707,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
372,PotentStream,Supplements - health,343.95,$343.95,exact,percent,55.00,UNKNOWN,55.00%,189.17,UNKNOWN,UNKNOWN,UNKNOWN,PotentStream,4/18/24,2024-04-18,858,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
373,Nervogen Pro,Supplements - health,343.95,$343.95,exact,percent,55.00,UNKNOWN,55.00%,189.17,UNKNOWN,UNKNOWN,UNKNOWN,NervogenPro,5/14/24,2024-05-14,832,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
374,Keskara,Supplements - health,343.95,$343.95,exact,percent,65.00,UNKNOWN,65.00%,223.57,UNKNOWN,UNKNOWN,UNKNOWN,biofraga,3/21/24,2024-03-21,886,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
375,LADY FORTUNA,Member area and video courses,43.29,$43.29,exact,percent,75.00,UNKNOWN,75.00%,32.46,UNKNOWN,UNKNOWN,UNKNOWN,dewishes,2/28/24,2024-02-28,908,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
376,10-Video Course PLR + MRR Bundle - Start Making Money NOW!,Downloads,215.96,$215.96,exact,percent,50.00,UNKNOWN,50.00%,107.98,UNKNOWN,UNKNOWN,UNKNOWN,HeikoBoos,10/23/24,2024-10-23,670,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
377,Promote MounjaBoost Now!,Supplements - for slimming,80.72,$80.72,exact,percent,65.00,UNKNOWN,65.00%,52.47,UNKNOWN,UNKNOWN,UNKNOWN,MaxiOffer,5/5/25,2025-05-05,476,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,4,
378,The Ultimate Energizer - Insane EPCs and Conversions !,E-books,57.33,$57.33,exact,percent,90.00,UNKNOWN,90.00%,51.59,UNKNOWN,UNKNOWN,UNKNOWN,tuenergizer,6/11/22,2022-06-11,1535,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
379,AppaNail,Supplements - health,92.42,$92.42,exact,percent,65.00,UNKNOWN,65.00%,60.07,UNKNOWN,UNKNOWN,UNKNOWN,appanail,1/14/25,2025-01-14,587,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
380,CreativeWave – Built to CRUSH Internationally!,Downloads,57.33,$57.33,exact,percent,80.00,UNKNOWN,80.00%,45.86,UNKNOWN,UNKNOWN,UNKNOWN,primarytour,2/13/25,2025-02-13,557,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
381,⚡⚡ All Day Slimming Tea - Over $100 Per Sale + Low Refunds,Supplements - for slimming,343.95,$343.95,exact,percent,60.00,UNKNOWN,60.00%,206.37,UNKNOWN,UNKNOWN,UNKNOWN,alldayslimtea,12/13/21,2021-12-13,1715,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,4,
382,The best Low Carb Recipes in less than 10 minutes free book,E-books,35.04,$35.04,exact,percent,100.00,UNKNOWN,100.00%,35.04,UNKNOWN,UNKNOWN,UNKNOWN,produktmanagerin,1/16/22,2022-01-16,1681,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
383,Miracle Money Magnets,Member area and video courses,8.19,$8.19,exact,percent,70.00,UNKNOWN,70.00%,5.73,UNKNOWN,UNKNOWN,UNKNOWN,MiracleMoneyMagnet,1/5/22,2022-01-05,1692,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
384,"How To Make $1,000-5,000 RECURRING with AI Army",Member area and video courses,526.45,$526.45,exact,percent,50.00,UNKNOWN,50.00%,263.23,UNKNOWN,UNKNOWN,UNKNOWN,richboy138,3/12/25,2025-03-12,530,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,4,
385,X Profits - Brand New Bizopp Offer for 2024!,Member area and video courses,62.25,$62.25,exact,percent,60.00,UNKNOWN,60.00%,23.29,UNKNOWN,7.00,27.99,xprofitsai,12/29/23,2023-12-29,969,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
386,Start Promoting NeuroVera Today!,Supplements - health,187.83,$187.83,exact,percent,65.00,UNKNOWN,65.00%,28.63,UNKNOWN,5.00,60.65,zenmavibe,2/18/26,2026-02-18,187,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,4,
387,Earn 70% Promote the Understanding Hypertension Ebook,E-books,37.00,$37,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,10/7/25,2025-10-07,321,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
388,Thriving in Turbulent Times,E-books,81.88,$81.88,exact,percent,60.00,UNKNOWN,60.00%,49.12,UNKNOWN,UNKNOWN,UNKNOWN,mirovski,10/18/23,2023-10-18,1041,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
389,Lose 15 lbs in 30 Days Eating What You Love – 80% Commissiom,E-books,37.00,$37,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,3/16/26,2026-03-16,161,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
390,The best value tool for self-published authors on the market,Member area and video courses,57.33,$57.33,exact,percent,40.00,UNKNOWN,40.00%,22.93,UNKNOWN,UNKNOWN,UNKNOWN,BookMuffin,9/25/24,2024-09-25,698,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,home-diy,4,
391,Unlock Your Potential with The Ultimate Life Transformation,Downloads,20.00,$20.00,exact,percent,70.00,UNKNOWN,70.00%,14.00,UNKNOWN,UNKNOWN,UNKNOWN,tom_cruise,8/22/25,2025-08-22,367,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
392,Genius Brain Signal,Downloads,43.29,$43.29,exact,percent,80.00,UNKNOWN,80.00%,34.63,UNKNOWN,UNKNOWN,UNKNOWN,astral43,12/5/25,2025-12-05,262,UNKNOWN,Request promotion,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,4,
393,Writelytic - Lifetime Commissions,Member area and video courses,336.93,$336.93,exact,percent,30.00,UNKNOWN,30.00%,101.08,UNKNOWN,UNKNOWN,UNKNOWN,chiefim,5/5/23,2023-05-05,1207,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
394,Life is Good - Online Course,Member area and video courses,7.00,$7.00,exact,percent,33.00,UNKNOWN,33.00%,38.61,UNKNOWN,UNKNOWN,UNKNOWN,phoenix555,4/19/23,2023-04-19,1223,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,4,
395,Mastering Autonomous Agents and Reasoning Models,E-books,37.00,$37,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,3/18/26,2026-03-18,159,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
396,Unlock Your Full Potential with AI For Life Bundle,Downloads,20.00,$20.00,exact,percent,50.00,UNKNOWN,50.00%,10.00,UNKNOWN,UNKNOWN,UNKNOWN,tom_cruise,8/22/25,2025-08-22,367,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,4,
397,The Quantum Brain System - eBook,E-books,113.48,$113.48,exact,percent,50.00,UNKNOWN,50.00%,56.74,UNKNOWN,UNKNOWN,UNKNOWN,AAnchorBiz,3/26/25,2025-03-26,516,UNKNOWN,Request promotion,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,4,
398,Local Lead Generation Blueprint | Earn 75% Commissions,E-books,176.65,$176.65,exact,percent,75.00,UNKNOWN,75.00%,132.49,UNKNOWN,UNKNOWN,UNKNOWN,darrelltee,10/5/25,2025-10-05,323,UNKNOWN,Promote now,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,4,
